,name,class01,class02,city,county,askContent,askLen,askTime,ansOrNot,ansDpt,ansContent,ansLen,ansTime,ansDpt2,ansContent2,ansLen2,ansTime2,scUrl,askCon_cutted,ansCon_cutted,tfidf_askCon_key_word,tfidf_ansCon_key_word
58,恒大未来城4期,城建,投诉,成都,市长王凤朝,领导你好，恒大未来城4期的业主9栋去年11月2号就被冻结，为什么温江住建局一次又一次的欺骗业主，说的2月底全面复工，也是骗人，让我们业主一次又一次的期待落空，任由这些人剥削我们人民的钱财，我们交钱拿房不是天经地义的事情吗，为什么这么难，一次又一次的保证，没有一点用，一直忽悠老百姓,140,2022-03-06 10:47,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943571,领导 你好 ， 恒大 未来 城 4 期 的 业主 9 栋 去年 11 月 2 号 就 被 冻结 ， 为什么 温江 住 建局 一次 又 一次 的 欺骗 业主 ， 说 的 2 月底 全面 复工 ， 也 是 骗人 ， 让 我们 业主 一次 又 一次 的 期待 落空 ， 任由 这些 人 剥削 我们 人民 的 钱财 ， 我们 交钱 拿房 不是 天经地义 的 事情 吗 ， 为什么 这么 难 ， 一次 又 一次 的 保证 ， 没有 一点 用 ， 一直 忽悠 老百姓,,"['一次', '业主', '恒大']",
59,成都琉璃路央湖名邸,城建,投诉,成都,锦江区,锦江区琉璃路央湖名邸2期门口商业建筑野蛮施工，噪音扰民严重扰民，工地管理严重不规范，很多工人在现场安全头盔也不戴。现在脏乱差，建渣随意堆放，没有按要求覆盖。严重影响旁边住户生活质量。请相关部门查下他们工地的施工许可证及相关手续，明确此工地工期。,122,2022-03-06 11:19,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943574,锦江区 琉璃 路央 湖名 邸 2 期 门口 商业 建筑 野蛮 施工 ， 噪音 扰民 严重 扰民 ， 工地 管理 严重 不 规范 ， 很多 工人 在 现场 安全 头盔 也 不 戴 。 现在 脏乱差 ， 建渣 随意 堆放 ， 没有 按 要求 覆盖 。 严重 影响 旁边 住户 生活 质量 。 请 相关 部门 查下 他们 工地 的 施工 许可证 及 相关 手续 ， 明确 此 工地 工期 。,,"['工地', '扰民', '严重']",
60,绿化带常年无人管！,城建,投诉,成都,龙泉驿区,车城西三路保利紫薇花语1号门前的市政绿化带，荒废多年无人管。以前是一片草坪绿意怏然，然而后期无人管理。目前草坪不但杂草丛生，里面居然堆放建筑垃圾，甚至快变成停车场了！这地方是没人管还是不想管？甚至可能应该有人管而没有管？,110,2022-03-06 11:30,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943575,车城西 三路 保利 紫薇 花语 1 号 门前 的 市政 绿化带 ， 荒废多年 无人管 。 以前 是 一片 草坪 绿意 怏然 ， 然而 后期 无人 管理 。 目前 草坪 不但 杂草丛生 ， 里面 居然 堆放 建筑 垃圾 ， 甚至 快 变成 停车场 了 ！ 这 地方 是 没人管 还是 不想 管 ？ 甚至 可能 应该 有人 管而 没有 管 ？,,"['草坪', '花语', '荒废多年']",
61,和悦澜庭修路,拆迁,咨询,成都,彭州市,请问哈和悦澜庭都要交房了，门口规划的22米宽的大件路好久动工修额？？,34,2022-03-06 11:43,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943576,请问 哈 和悦 澜庭 都 要 交房 了 ， 门口 规划 的 22 米 宽 的 大件 路 好久 动工 修额 ？ ？,,"['澜庭', '22', '修额']",
62,2022专八和教招考试时间冲突问题,教育,求助,成都,市委书记施小琳,您好，针对今年上半年专八和教招考试时间可能发生在同一天的问题，作为英专生的我，专八是最后一次机会，然而教招也准备了很久，如果在同一天，必须做出艰难的抉择。如果能够把这个时间错开的话，至少就不会有这样的焦虑。以上。,106,2022-03-06 11:46,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943577,您好 ， 针对 今年 上半年 专八 和 教招 考试 时间 可能 发生 在 同一天 的 问题 ， 作为 英专生 的 我 ， 专八是 最后 一次 机会 ， 然而 教招 也 准备 了 很 久 ， 如果 在 同一天 ， 必须 做出 艰难 的 抉择 。 如果 能够 把 这个 时间 错开 的话 ， 至少 就 不会 有 这样 的 焦虑 。 以上 。,,"['教招', '同一天', '专八']",
63,时光里返租公寓欠租,城建,投诉,泸州,市委书记杨林兴,尊敬的领导：你好，我是泸州佳乐世纪城时光里返租公寓业主，公寓方于2021.10月至今欠租，我已向多方求租，均未得到正面回应，但公寓依旧在正常运行，公寓方态度极差，一直不给正面回应返租欠租，打电话不接，佳乐也是一直推卸，作为小市民，一点点钱看着就血本无归，特此求助于政府领导！,137,2022-03-06 11:56,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943578,尊敬 的 领导 ： 你好 ， 我 是 泸州 佳乐 世纪 城 时光 里 返租 公寓 业主 ， 公寓 方于 2021.10 月 至今 欠租 ， 我 已 向 多方 求租 ， 均 未 得到 正面 回应 ， 但 公寓 依旧 在 正常 运行 ， 公寓 方 态度 极差 ， 一直 不 给 正面 回应 返租 欠租 ， 打电话 不接 ， 佳乐 也 是 一直 推卸 ， 作为 小市民 ， 一点点 钱 看着 就 血本无归 ， 特此 求助于 政府 领导 ！,,"['公寓', '佳乐', '返租']",
64,成都花样年家天下5期资金挪用没有复工,城建,投诉,成都,双流区,尊敬的领导：我是花样年家天下五期（23.33.32）的一名业主，从去年底9月到现在，已经过去6个月了，我所购买的花样年家天下工地一直未开工，大年都过完了，一点开工的迹象都没有，购房合同上8月交房，现在看来遥遥无期，开发商也迟迟未给我们一个肯定的回复，现在房价这么贵，好多家庭都是花费了2代人的积蓄，边租房，边还着房贷，此项目涉及几千人民生大计，且我们楼盘是全部卖完了的存在资金决口问题，资金都专用款专用，如果开发商没有资金挪用，政府监管得力我们楼盘不会这种情况，请领导给予重视测查资金挪用问题,246,2022-03-06 12:04,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943579,尊敬 的 领导 ： 我 是 花样 年家 天下 五期 （ 23.33 . 32 ） 的 一名 业主 ， 从 去年底 9 月 到 现在 ， 已经 过去 6 个 月 了 ， 我 所 购买 的 花样 年家 天下 工地 一直 未 开工 ， 大年 都 过 完 了 ， 一点 开工 的 迹象 都 没有 ， 购房 合同 上 8 月 交房 ， 现在 看来 遥遥无期 ， 开发商 也 迟迟 未 给 我们 一个 肯定 的 回复 ， 现在 房价 这么 贵 ， 好多 家庭 都 是 花费 了 2 代人 的 积蓄 ， 边 租房 ， 边 还 着 房贷 ， 此 项目 涉及 几千 人民 生 大计 ， 且 我们 楼盘 是 全部 卖完 了 的 存在 资金 决口 问题 ， 资金 都 专用 款 专用 ， 如果 开发商 没有 资金 挪用 ， 政府 监管 得力 我们 楼盘 不会 这种 情况 ， 请 领导 给予 重视 测查 资金 挪用 问题,,"['年家', '挪用', '资金']",
65,拆迁咨询,拆迁,咨询,成都,新都区,附近都拆迁了，航空产业园也正在如火如荼进行，请问石板滩解放村1组今年2022年会拆迁吗？,44,2022-03-06 12:34,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943581,附近 都 拆迁 了 ， 航空 产业园 也 正在 如火如荼 进行 ， 请问 石板 滩 解放村 1 组 今年 2022 年会 拆迁 吗 ？,,"['拆迁', '解放村', '2022']",
66,高明镇两湖源移民安置房进展,拆迁,咨询,成都,东部新区,之前看你们回复说一期3月份就会交房，二期6月开工，23年年底就能交房，那现在有最新进展吗？一期的房是针对哪些人呢，二期建房是不是还是按照原有的设计方案进行？另外有需求能不能在原有面积基础上补款增加面积？,101,2022-03-06 12:37,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943582,之前 看 你们 回复 说 一期 3 月份 就 会 交房 ， 二期 6 月 开工 ， 23 年 年底 就 能 交房 ， 那 现在 有 最新进展 吗 ？ 一期 的 房 是 针对 哪些 人 呢 ， 二期 建房 是不是 还是 按照 原有 的 设计方案 进行 ？ 另外 有 需求 能 不能 在 原有 面积 基础 上 补款 增加 面积 ？,,"['交房', '二期', '一期']",
67,请问领导：现在农村道路大部分已经实现硬化,交通,求助,南充,南部县,请问领导：现在农村道路大部分已经实现硬化，方便了群众出行，改善了乡村面貌，原本是一件利民好事，就有这么一个地方，没人管也没有人问，盘龙镇高云王家沟村二队所有的乡村路到现在还是泥巴路，现在大部分是老人在家，下雨出门就是烂泥巴路，还要让村民在泥泞坑洼的道路上行走吗？是政策原因还是其他呢？,142,2022-03-06 12:54,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943583,请问 领导 ： 现在 农村 道路 大部分 已经 实现 硬化 ， 方便 了 群众 出行 ， 改善 了 乡村 面貌 ， 原本 是 一件 利民 好事 ， 就 有 这么 一个 地方 ， 没人管 也 没有 人问 ， 盘龙镇 高云 王家 沟村 二队 所有 的 乡村 路到 现在 还是 泥巴路 ， 现在 大部分 是 老人 在家 ， 下雨 出门 就是 烂泥巴 路 ， 还要 让 村民 在 泥泞 坑洼 的 道路 上 行走 吗 ？ 是 政策 原因 还是 其他 呢 ？,,"['乡村', '烂泥巴', '盘龙镇']",
68,[交通 信建] 绵竹市 新市至二环路段 ,交通,建言,德阳,绵竹市,各位领导您好，绵竹新市至二环路，道路狭窄，货车多，也没有路灯，早晚高峰期堵车，容易发生交通事故。这条路会改建吗？希望领导重视。,63,2022-03-06 12:56,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943584,各位 领导 您好 ， 绵竹 新市 至 二环路 ， 道路 狭窄 ， 货车 多 ， 也 没有 路灯 ， 早晚 高峰期 堵车 ， 容易 发生 交通事故 。 这条 路会 改建 吗 ？ 希望 领导 重视 。,,"['路会', '二环路', '新市']",
69,投诉金堂蓝光在销售翡翠湾二期商铺存在欺诈行为,城建,投诉,成都,金堂县,2020542181211.996038[2011]5482.996099033.POS994.2020656099033834[2015]135,73,2022-03-06 13:03,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943585,2020542181211.996038 [ 2011 ] 5482.996099033 . POS994.2020656099033834 [ 2015 ] 135,,"['2020542181211.996038', '2011', '5482.996099033']",
70,请问通锦桥路87号有拆迁规划吗？,拆迁,咨询,成都,青羊区,尊敬的领导您好，请问通锦桥路87号有拆迁规划吗，我们附近的小区都已经拆迁了，现在小区已经是无人管理，外墙已经破烂不堪，小区内部环境更是脏乱差，现在我们小区还是上门抄水电费，居民简直苦不堪言。,95,2022-03-06 13:09,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943586,尊敬 的 领导 您好 ， 请问 通锦桥 路 87 号 有 拆迁 规划 吗 ， 我们 附近 的 小区 都 已经 拆迁 了 ， 现在 小区 已经 是 无人 管理 ， 外墙 已经 破烂不堪 ， 小区 内部 环境 更是 脏乱差 ， 现在 我们 小区 还是 上门 抄 水电费 ， 居民 简直 苦不堪言 。,,"['小区', '拆迁', '脏乱差']",
71,简阳市玉成乡夜合村拆迁,拆迁,投诉,成都,东部新区,成都东部新区简阳市玉成乡夜合村2社，被东部新区西延线工程拆迁占地占房已快5年，失地失房农民大部分已七八十岁，他们已失去劳动能力，到目前为止，还没有为他们购买社保，请政府解决,86,2022-03-06 13:11,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943587,成都 东部 新区 简阳市 玉成 乡夜 合村 2 社 ， 被 东部 新区 西延线 工程 拆迁 占地 占房 已 快 5 年 ， 失地 失房 农民 大部分 已 七八十岁 ， 他们 已 失去 劳动 能力 ， 到 目前为止 ， 还 没有 为 他们 购买 社保 ， 请 政府 解决,,"['新区', '简阳市', '乡夜']",
72,202公交车到站招手不停,交通,投诉,成都,都江堰市,车站附近，刚好车来了但没有在站台，招了手，驾驶员看了一眼，直接开走，打给客服，态度不好，消极怠工，公交车理应每一站都减速停下，要不然站台就是摆设,72,2022-03-06 13:14,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943589,车站 附近 ， 刚好 车来 了 但 没有 在 站台 ， 招 了 手 ， 驾驶员 看 了 一眼 ， 直接 开走 ， 打 给 客服 ， 态度 不好 ， 消极怠工 ， 公交车 理应 每 一站 都 减速 停下 ， 要不然 站台 就是 摆设,,"['站台', '消极怠工', '车来']",
73,身份证制证不合格怎么办,其他,求助,凉山,冕宁县,身份证过期办理制证失败，然后现在在异地，因疫情防控原因不能回家办理，,34,2022-03-06 13:14,1,凉山州12345政务服务便民热线,您的留言已转交给相关机构进行处理，请您耐心等待回复。,26,2022-03-07 09:24,,,,,https://ly.scol.com.cn//thread?tid=2943588,身份证 过期 办理 制证 失败 ， 然后 现在 在 异地 ， 因 疫情 防控 原因 不能 回家 办理 ，,您 的 留言 已转 交给 相关 机构 进行 处理 ， 请 您 耐心 等待 回复 。,"['办理', '制证', '过期']","['已转', '留言', '耐心']"
74,2008年地震危房补贴,其他,咨询,南充,市委书记刘强,您好，最近才知道，父母才给我说，他们也是最近才知道2008年地震后其他人领的修房补贴26000，我们家房子当时因地震损坏，村上让修说国家补贴26000，可等我爸妈修好后跑上跑下总共只给了3000元是怎么回事了，我在网上查到2008年一般农户最低补贴就是16000，谢谢。,135,2022-03-06 13:19,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943590,您好 ， 最近 才 知道 ， 父母 才 给 我 说 ， 他们 也 是 最近 才 知道 2008 年 地震 后 其他人 领 的 修房 补贴 26000 ， 我们 家 房子 当时 因 地震 损坏 ， 村上 让 修 说 国家补贴 26000 ， 可 等 我 爸妈 修好 后 跑上跑下 总共 只 给 了 3000 元 是 怎么回事 了 ， 我 在 网上 查到 2008 年 一般 农户 最低 补贴 就是 16000 ， 谢谢 。,,"['2008', '26000', '补贴']",
75,[教育 咨询]2021年开始取消幼儿教育补助,教育,咨询,成都,新都区,[教育咨询]2021年开始成都政府取消公立幼儿园本地幼儿保育费1000元补助仅从2021年适龄幼儿开始吗？2020年前上学的幼儿依旧享受补助这是为什么？不是开设三胎政策，这个取消是不是不太合理？,97,2022-03-06 13:45,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943593,[ 教育 咨询 ] 2021 年 开始 成都 政府 取消 公立 幼儿园 本地 幼儿 保育费 1000 元 补助 仅 从 2021 年 适龄 幼儿 开始 吗 ？ 2020 年前 上学 的 幼儿 依旧 享受 补助 这是 为什么 ？ 不是 开设 三胎 政策 ， 这个 取消 是不是 不太 合理 ？,,"['幼儿', '2021', '补助']",
76,置信逸景苑开发商未出售车位选择性不出租,其他,咨询,成都,彭州市,房子已经住了几年了，楼下本来就有空车位没卖出去，之前物业也一直在出租，小区很大，现在物业明确说要收回车位即便交了租金也不允许停在空闲的车位上，而且提供了其他楼栋下的空闲车位主要离本楼栋很远，对生活极其不方便。请问这个合法吗？,112,2022-03-06 13:48,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943594,房子 已经 住 了 几年 了 ， 楼下 本来 就 有 空车 位 没 卖出去 ， 之前 物业 也 一直 在 出租 ， 小区 很大 ， 现在 物业 明确 说 要 收回 车位 即便 交了 租金 也 不 允许 停 在 空闲 的 车位 上 ， 而且 提供 了 其他 楼栋 下 的 空闲 车位 主要 离本 楼栋 很 远 ， 对 生活 极其 不 方便 。 请问 这个 合法 吗 ？,,"['车位', '楼栋', '空闲']",
77,烂路为什么天天烂,交通,求助,成都,成华区,龙潭乡新龙石路短短1600米为什么如此烂，如此难修和维护？天天烂，月月修，年年烂，人民出行难而烂，大坑小坑很多，交通事故经常发生，希望你们下乡实地看看！谢谢,78,2022-03-06 13:55,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943595,龙潭 乡新龙 石路 短短 1600 米 为什么 如此 烂 ， 如此 难修 和 维护 ？ 天天 烂 ， 月 月 修 ， 年 年 烂 ， 人民 出行 难而烂 ， 大坑 小坑 很多 ， 交通事故 经常 发生 ， 希望 你们 下乡 实地 看看 ！ 谢谢,,"['乡新龙', '石路', '1600']",
78,请求参照18年沈阳政策，家庭成员重病解除限售,建言,求助,成都,市长王凤朝,请求参照沈阳2018年出台政策，针对家庭成员重病或子女教育需要的情形解除房产限售。,41,2022-03-06 14:03,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943596,请求 参照 沈阳 2018 年 出台 政策 ， 针对 家庭成员 重病 或 子女教育 需要 的 情形 解除 房产 限售 。,,"['2018', '限售', '子女教育']",
79,渠县崇德实验学校,教育,投诉,达州,渠县,托管，崇德是全校大多数年级进行托管，但是国家双减政策明确规定是对一部分有特殊情况的学生进行托管，其实它表面是托管，实际上是收取1600元一学期的费用进行补课。托管是从每周星期五晚上开始进行，分别有语文，数学，英语，物理，七年级是语文，数学，英语然后都是加两节艺体课,132,2022-03-06 14:06,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943597,托管 ， 崇德 是 全校 大多数 年级 进行 托管 ， 但是 国家 双减 政策 明确规定 是 对 一部分 有 特殊 情况 的 学生 进行 托管 ， 其实 它 表面 是 托管 ， 实际上 是 收取 1600 元 一 学期 的 费用 进行 补课 。 托管 是从 每周 星期五 晚上 开始 进行 ， 分别 有 语文 ， 数学 ， 英语 ， 物理 ， 七年级 是 语文 ， 数学 ， 英语 然后 都 是 加 两节 艺体 课,,"['托管', '语文', '进行']",
80,青龙湖周边改造不彻底,城建,投诉,成都,龙泉驿区,青龙湖靠近十陵现代新居方向一侧目前还是农村居民房，周边等道路，绿化一团糟，破破烂烂的，严重影响青龙湖的口碑，另外青龙湖里面的公厕太少，不方便上厕所，目前提供的移动厕所无人打扫，太脏，简直没法上厕所，进去看了都恶心，希望政府有关部门尽快解决这些方便市民出行游玩的问题，提升青龙湖的品质。,142,2022-03-06 14:22,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943599,青龙湖 靠近 十陵 现代 新居 方向 一侧 目前 还是 农村居民 房 ， 周边 等 道路 ， 绿化 一团糟 ， 破破烂烂 的 ， 严重 影响 青龙湖 的 口碑 ， 另外 青龙湖 里面 的 公厕 太 少 ， 不 方便 上 厕所 ， 目前 提供 的 移动 厕所 无人 打扫 ， 太脏 ， 简直 没法 上 厕所 ， 进去 看 了 都 恶心 ， 希望 政府 有关 部门 尽快 解决 这些 方便 市民 出行 游玩 的 问题 ， 提升 青龙湖 的 品质 。,,"['青龙湖', '厕所', '方便']",
81,建议758延伸到地铁金星站,交通,建言,成都,都江堰市,758现在的终点站才刚刚进入了温江，离地铁口还是有几公里的距离。因此建议758路延伸到17号线金星地铁口，方便川成外的学生进城。,64,2022-03-06 14:23,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943600,758 现在 的 终点站 才 刚刚 进入 了 温江 ， 离 地铁口 还是 有 几公里 的 距离 。 因此 建议 758 路 延伸 到 17 号线 金星 地铁口 ， 方便 川成 外 的 学生 进城 。,,"['地铁口', '758', '17']",
82,农村危房加固改造补助,城建,咨询,成都,金堂县,领导您好，我是福兴镇三王庙村村民，目前在外地求学，家里仅有一63岁老父亲和一91岁老奶奶，因他们目前所住房屋部分墙体倾斜，夏季连年漏雨，居住条件极差，现急需在屋顶加盖彩钢瓦以加固房屋，想咨询一下政府是否有针对危房改造加固补贴相关的政策。,118,2022-03-06 14:24,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943601,领导 您好 ， 我 是 福兴 镇 三王 庙村 村民 ， 目前 在 外地 求学 ， 家里 仅 有 一 63 岁 老父亲 和 一 91 岁 老奶奶 ， 因 他们 目前 所住 房屋 部分 墙体 倾斜 ， 夏季 连年 漏雨 ， 居住 条件 极差 ， 现 急需 在 屋顶 加盖 彩钢瓦 以 加固 房屋 ， 想 咨询 一下 政府 是否 有 针对 危房改造 加固 补贴 相关 的 政策 。,,"['加固', '房屋', '福兴']",
83,龙港路井盖改造,城建,投诉,成都,成华区,龙潭寺片区的龙港路路面上的井盖处地势低洼，且又处于机动车行驶的道上，导致车辆行驶不时颠簸，存在一定的安全隐患，请政府有关尽快把有井盖的地方地势填平尽量与路面保持一样平，以免机动车行驶过程中不停的颠簸。,100,2022-03-06 14:27,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943602,龙潭 寺 片区 的 龙港 路 路面 上 的 井盖 处 地势 低洼 ， 且 又 处于 机动车行驶 的 道 上 ， 导致 车辆 行驶 不时 颠簸 ， 存在 一定 的 安全隐患 ， 请 政府 有关 尽快 把 有 井盖 的 地方 地势 填平 尽量 与 路面 保持 一样 平 ， 以免 机动车行驶 过程 中 不停 的 颠簸 。,,"['井盖', '机动车行驶', '颠簸']",
84,我就是在这家中介找工作的,企业,求助,成都,郫都区,经过他们介绍，进入京东方派遣，45天一到马上补差价，现在也是挺多恶劣,34,2022-03-06 14:28,1,成都市郫都区人社局,您好，留言已收悉。由于您本人未能向我局提供相关工作凭证和完整的被投诉单位的基本信息，根据《关于实施〈劳动保障监察条例〉若干规定》第十三条、第十四条、第二十一条第（二）项和第二十六条第（二）项规定，请您持有效身份证件和相关工作凭证到郫都区人力资源和社会保障行政执法中队配合询问调查。地址：成都市郫都区何公路9号，联系电话028-87928626。,172,2022-03-07 14:57,,,,,https://ly.scol.com.cn//thread?tid=2943603,经过 他们 介绍 ， 进入 京东方 派遣 ， 45 天一 到 马上 补 差价 ， 现在 也 是 挺 多 恶劣,您好 ， 留言 已 收悉 。 由于 您 本人 未能 向 我局 提供 相关 工作 凭证 和 完整 的 被 投诉 单位 的 基本 信息 ， 根据 《 关于 实施 〈 劳动 保障 监察 条例 〉 若干 规定 》 第十三条 、 第十四条 、 第二十一条 第 （ 二 ） 项 和 第二十六条 第 （ 二 ） 项 规定 ， 请 您 持 有效 身份证件 和 相关 工作 凭证 到 郫 都 区 人力资源 和 社会保障 行政 执法 中队 配合 询问 调查 。 地址 ： 成都市 郫 都 区何 公路 9 号 ， 联系电话 028 - 87928626 。,"['45', '京东方', '天一']","['凭证', '第二十六条', '第二十一条']"
85,武侯大道地铁J2出口沿街商铺被围起来了,拆迁,咨询,成都,武侯区,武侯大道地铁J2出口沿街商铺被围起来了也没有拆，现在买东西也不方便了，请问哪里是怎么规划的啊,46,2022-03-06 14:34,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943604,武侯 大道 地铁 J2 出口 沿街 商铺 被 围起来 了 也 没有 拆 ， 现在 买 东西 也 不 方便 了 ， 请问 哪里 是 怎么 规划 的 啊,,"['J2', '围起来', '武侯']",
86,教师公招考试时间和专八考试时间相撞,教育,咨询,泸州,市委书记杨林兴,尊敬的领导：你好！我是一名即将毕业的大四学生，现在正在紧张地准备泸州教师公招考试以及英语专业八级，但是最近听说教师公招考试时间和专八考试时间会在同一天，倍感焦虑。作为一名即将走上工作岗位，回报社会的毕业生来说，专八考试和教师公招同样重要，哪样考试我希望能够参加，即使我没有考上，但是我享受参与的过程，而不是因为时间冲突被迫放弃。虽然参加了这两项考试决定了我的人生前途，但这是我大学四年生活的完满句号。希望领导能够考虑解决所有像我一样既要考专八又要考教师公招的毕业生的困惑。可以稍微推迟教师公招时间嘛？,250,2022-03-06 14:38,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943605,尊敬 的 领导 ： 你好 ！ 我 是 一名 即将 毕业 的 大四 学生 ， 现在 正在 紧张 地 准备 泸州 教师 公招 考试 以及 英语专业 八级 ， 但是 最近 听说 教师 公招 考试 时间 和 专八 考试 时间 会 在 同一天 ， 倍感 焦虑 。 作为 一名 即将 走上 工作岗位 ， 回报 社会 的 毕业生 来说 ， 专八 考试 和 教师 公招 同样 重要 ， 哪样 考试 我 希望 能够 参加 ， 即使 我 没有 考上 ， 但是 我 享受 参与 的 过程 ， 而 不是 因为 时间 冲突 被迫 放弃 。 虽然 参加 了 这两项 考试 决定 了 我 的 人生 前途 ， 但 这 是 我 大学 四年 生活 的 完满 句号 。 希望 领导 能够 考虑 解决 所有 像 我 一样 既要 考 专八 又 要 考 教师 公招 的 毕业生 的 困惑 。 可以 稍微 推迟 教师 公招 时间 嘛 ？,,"['公招', '考试', '教师']",
87,农村危房塌房政策,三农,咨询,成都,龙泉驿区,领导您好，想咨询下政务现在关于农村房屋问题，我是成都市龙泉驿区原万家村现同兴村的村民，家中的土胚房老房子几年前就属于危房没有住人了，这几年房子都垮了一半了，想问下政府对于这种情况有没有啥子政策制度保障和处理办法呢，如何安置呢,112,2022-03-06 14:40,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943607,领导 您好 ， 想 咨询 下 政务 现在 关于 农村 房屋 问题 ， 我 是 成都市 龙泉驿区 原 万家 村现 同兴村 的 村民 ， 家中 的 土 胚房 老房子 几年 前 就 属于 危房 没有 住 人 了 ， 这 几年 房子 都 垮 了 一半 了 ， 想 问下 政府 对于 这种 情况 有没有 啥子 政策 制度 保障 和 处理 办法 呢 ， 如何 安置 呢,,"['龙泉驿区', '问下', '几年']",
88,被骗定金,其他,求助,成都,市长王凤朝,我于2月21日被忽悠交了五万定金，购买成都新都区兴贸大道廖家湾地铁附近的保利北新的房子。后来发现周边什么配套都没有，这个区域房子也不是旃檀中学的学区房，销售忽悠只剩一套房子，其它都卖完了，我说自己没有贷款资格怕银行审核不过，销售帮忙做假的收入证明交给银行，后面真实发现交房日期是24年以后，确实觉得上当了，但是开发商销售坚决不退定金。我是投诉无门，眼看着血汗钱打水漂了，,185,2022-03-06 14:43,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943608,我于 2 月 21 日 被 忽悠 交了 五万 定金 ， 购买 成都 新都区 兴贸 大道 廖家湾 地铁 附近 的 保利 北新 的 房子 。 后来 发现 周边 什么 配套 都 没有 ， 这个 区域 房子 也 不是 旃檀 中学 的 学区 房 ， 销售 忽悠 只 剩 一套 房子 ， 其它 都 卖完 了 ， 我 说 自己 没有 贷款 资格 怕 银行 审核 不过 ， 销售 帮忙 做 假 的 收入 证明 交给 银行 ， 后面 真实 发现 交房 日期 是 24 年 以后 ， 确实 觉得 上当 了 ， 但是 开发商 销售 坚决 不 退 定金 。 我 是 投诉无门 ， 眼看 着 血汗钱 打水漂 了 ，,,"['定金', '房子', '忽悠']",
89,省小二退费问题,其他,投诉,成都,市委书记施小琳,，已经两年了，还要等多久？,13,2022-03-06 14:47,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943609,， 已经 两年 了 ， 还要 等 多久 ？,,"['多久', '两年', '还要']",
90,西充县落实问政留言不作为,拆迁,求助,南充,西充县,西充县人民政府对落实问题不作，为去年反应的问题今年都不落实,29,2022-03-06 14:48,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943610,西充县 人民政府 对 落实 问题 不 作 ， 为 去年 反应 的 问题 今年 都 不 落实,,"['落实', '西充县', '问题']",
91,搭档之家案件何时可退款,治安,求助,成都,市委书记施小琳,本人是搭档之家案件受害者，自2011年11月平台被查封以后钱款一直无法取出，请问领导该案件目前进展，何时可以退款。,57,2022-03-06 14:49,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943611,本人 是 搭档 之 家 案件 受害者 ， 自 2011 年 11 月 平台 被 查封 以后 钱款 一直 无法 取出 ， 请问 领导 该 案件 目前 进展 ， 何时 可以 退款 。,,"['案件', '2011', '11']",
