,name,class01,class02,city,county,askContent,askLen,askTime,ansOrNot,ansDpt,ansContent,ansLen,ansTime,ansDpt2,ansContent2,ansLen2,ansTime2,scUrl,askCon_cutted,ansCon_cutted,tfidf_askCon_key_word,tfidf_ansCon_key_word
94,邛崃融创十方堂小镇项目为何停工,城建,投诉,成都,邛崃市,多次在邛崃融创十方堂项目看到工人围堵售楼部讨薪，因购买了四期的房产，又两个月未见项目开工。想问下项目多久能开工，房子能否按期交付？,65,2022-03-09 15:01,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944521,多次 在 邛崃 融创 十方 堂 项目 看到 工人 围堵 售楼部 讨薪 ， 因购买 了 四期 的 房产 ， 又 两个 月 未 见 项目 开工 。 想 问下 项目 多久 能 开工 ， 房子 能否 按期 交付 ？,,"['项目', '开工', '因购买']",
95,2021年12月医保没有缴费记录,医疗,求助,成都,武侯区,我2021年12月的医保没有缴费记录，其他的失业工伤养老都没问题，就医保没有记录,40,2022-03-09 15:02,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944523,我 2021 年 12 月 的 医保 没有 缴费 记录 ， 其他 的 失业 工伤 养老 都 没 问题 ， 就 医保 没有 记录,,"['医保', '记录', '2021']",
96,请问温江区永宁镇安置小区康城佳苑商铺找谁租,就业,求助,成都,温江区,谢谢关注我的求助并回复……这是一个二胎宝妈想要缓解生活压力的迫切需求…感谢,37,2022-03-09 15:04,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944524,谢谢 关注 我 的 求助 并 回复 … … 这是 一个 二胎 宝妈 想要 缓解 生活 压力 的 迫切 需求 … 感谢,,"['宝妈', '二胎', '求助']",
97,农村屋基使用证未发,其他,咨询,成都,简阳市,尊敬的简阳市领导，请问一下施家镇环溪大队所有老百姓的农村自建房产权证收了几年了，至今没有发放下来是什么原因,53,2022-03-09 15:08,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944526,尊敬 的 简阳市 领导 ， 请问 一下 施家镇 环溪 大队 所有 老百姓 的 农村 自建房 产权证 收 了 几年 了 ， 至今 没有 发放 下来 是 什么 原因,,"['简阳市', '产权证', '施家镇']",
98,花土路瑞泉公园现在是什么进展？什么时候动工？,城建,咨询,成都,温江区,请问花土路瑞泉公园现在是什么进展？什么时候动工？,24,2022-03-09 15:17,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944527,请问 花 土路 瑞泉 公园 现在 是 什么 进展 ？ 什么 时候 动工 ？,,"['瑞泉', '土路', '动工']",
99,教师招聘考试,就业,求助,省级政府部门,省政府组成部门,尊敬的领导，您好！感谢您百忙之中查看我的信件！近期有小道消息说今年四川教师招聘考试将在4.23号举行，这与英语专八考试同一天。专八一生只能考两次，其重要性不言而喻。当然，教招作为就业考试，也非常重要。希望官方在没出文件之前，能考虑一下我们广大英专生，不让英专生成为一小部分牺牲的群体，二选其一都会很难过的，希望您们再考虑一下时间，谢谢您们！,170,2022-03-09 15:22,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944530,尊敬 的 领导 ， 您好 ！ 感谢您 百忙之中 查看 我 的 信件 ！ 近期 有 小道消息 说 今年 四川 教师 招聘 考试 将 在 4.23 号 举行 ， 这 与 英语 专八 考试 同一天 。 专八 一生 只能 考 两次 ， 其 重要性 不言而喻 。 当然 ， 教招 作为 就业 考试 ， 也 非常 重要 。 希望 官方 在 没出 文件 之前 ， 能 考虑一下 我们 广大 英专生 ， 不让 英专生 成为 一小部分 牺牲 的 群体 ， 二选 其一 都 会 很 难过 的 ， 希望 您们 再 考虑一下 时间 ， 谢谢您 们 ！,,"['专八', '英专生', '考试']",
100,彭州丹景山镇卫生院九价虚假订阅,医疗,投诉,成都,彭州市,2022年3月9日丹景山镇卫生院在约苗APP上打开HPV九价订阅通道，有4000多人订阅成功，暂停订阅后致电给卫生院，卫生院告知这次订阅仅是测试订阅系统，这次订阅并不有效。可是订阅页面，并无任何提示此次订阅为系统测试，这样的行为严重伤害了广大前来订阅的市民朋友。希望卫生院能给与一个满意的答复。,147,2022-03-09 15:23,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944531,2022 年 3 月 9 日丹 景山 镇 卫生院 在 约 苗 APP 上 打开 HPV 九价 订阅 通道 ， 有 4000 多人 订阅 成功 ， 暂停 订阅 后 致电 给 卫生院 ， 卫生院 告知 这次 订阅 仅 是 测试 订阅 系统 ， 这次 订阅 并 不 有效 。 可是 订阅 页面 ， 并 无 任何 提示 此次 订阅 为 系统 测试 ， 这样 的 行为 严重 伤害 了 广大 前来 订阅 的 市民 朋友 。 希望 卫生院 能 给与 一个 满意 的 答复 。,,"['订阅', '卫生院', '测试']",
101,龙泉驿区柏合镇南山村（原工农村）土地征用情况,拆迁,咨询,成都,龙泉驿区,关于龙泉驿区柏合镇南山村（原工农村）是否属于龙泉山森林公园建设范围呢？未来村民土地会有可能被征用退耕还林吗？村民会涉及到移民吗？,64,2022-03-09 15:26,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944534,关于 龙泉驿区 柏合镇 南山村 （ 原工 农村 ） 是否 属于 龙泉山 森林公园 建设 范围 呢 ？ 未来 村民 土地 会 有 可能 被 征用 退耕还林 吗 ？ 村民 会 涉及 到 移民 吗 ？,,"['村民', '龙泉驿区', '柏合镇']",
102,彭州市丹景山镇卫生院九价排名,医疗,咨询,成都,彭州市,求问在约苗订阅的彭州市丹景山镇卫生院，在2022年3月9日11点34分30秒订阅成功，麻烦请问一下排在第几位，大概什么时间能打，谢谢。,67,2022-03-09 15:30,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944537,求问 在 约 苗 订阅 的 彭州市 丹 景山 镇 卫生院 ， 在 2022 年 3 月 9 日 11 点 34 分 30 秒 订阅 成功 ， 麻烦 请问 一下 排在 第 几位 ， 大概 什么 时间 能 打 ， 谢谢 。,,"['订阅', '求问', '彭州市']",
103,海德花园二期,城建,咨询,成都,彭州市,领导你好，我想问一下海德花园二期马上就要交房了，可是我们现在都还没收到接房通知，去问说是因为疫情政府验收不及时，还没验收，我想问一下有没有这回事,72,2022-03-09 15:36,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944540,领导 你好 ， 我 想 问 一下 海德 花园 二期 马上 就要 交房 了 ， 可是 我们 现在 都还没 收到 接房 通知 ， 去 问 说 是因为 疫情 政府 验收 不 及时 ， 还 没 验收 ， 我 想 问 一下 有没有 这 回事,,"['验收', '接房', '海德']",
104,成都花样年家天下未达交房标准，诱骗业主收房,城建,投诉,成都,双流区,,0,2022-03-09 15:37,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944542,,,,
105,天回镇万盟型材市场拆迁,拆迁,咨询,成都,金牛区,尊敬的各位领导，请问天回镇万盟型材市场今年有拆迁计划吗？此房屋为小产权，娃娃无法在这里上学，请问何时才能拆迁呢？,56,2022-03-09 15:38,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944544,尊敬 的 各位 领导 ， 请问 天回 镇 万盟 型材 市场 今年 有 拆迁 计划 吗 ？ 此 房屋 为 小 产权 ， 娃娃 无法 在 这里 上学 ， 请问 何时 才能 拆迁 呢 ？,,"['拆迁', '请问', '天回']",
106,医保卡无法使用,医疗,求助,成都,高新区,我的社保医保在高新区买了，电子凭证有显示余额，但是用不了，参保地址也没有成都，这可怎么办呢,45,2022-03-09 15:40,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944547,我 的 社保 医保 在 高新区 买 了 ， 电子 凭证 有 显示 余额 ， 但是 用 不了 ， 参保 地址 也 没有 成都 ， 这 可 怎么办 呢,,"['高新区', '参保', '医保']",
107,就业者的合法权益谁来维护？,就业,投诉,成都,市委书记施小琳,本人于2021年11月份申请的劳动仲裁，原定2022年2月28日开庭，这个时间跨度本来就非常大了，然后这疫情开庭时间又延期到2022年5月20日；总体时间跨度达到半年之久；欠薪的债务人得意洋洋直接告诉我她等劳动仲裁按程序走；不会主动给我补工资…种种事情真是让人寒心；作为一个守法公民，劳动仲裁院都不能及时站出来维护我们就业者的合法权益？,168,2022-03-09 15:42,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944549,本人 于 2021 年 11 月份 申请 的 劳动 仲裁 ， 原定 2022 年 2 月 28 日 开庭 ， 这个 时间跨度 本来 就 非常 大 了 ， 然后 这 疫情 开庭 时间 又 延期 到 2022 年 5 月 20 日 ； 总体 时间跨度 达到 半年 之 久 ； 欠薪 的 债务人 得意洋洋 直接 告诉 我 她 等 劳动 仲裁 按程序 走 ； 不会 主动 给 我 补 工资 … 种种 事情 真是 让 人 寒心 ； 作为 一个 守法 公民 ， 劳动 仲裁 院 都 不能 及时 站 出来 维护 我们 就业者 的 合法权益 ？,,"['仲裁', '2022', '时间跨度']",
108,恒大新津林溪郡一号地看不到保交楼,城建,求助,成都,市委书记施小琳,各位领导你们好，本人021年5月27号在成都新津区恒大林溪郡楼盘买了一套房子，6月就停工了，停工一直到现在还没复工，我们一家三辈人凑够积蓄来买这套房子。看到房子还烂在那里，感觉都没法活了，请求各位领导处理新津住建局不作为，看不到保交楼，希望更高的领导处理新津区，住建局和相关部门的不作为导致导致楼盘停工，,152,2022-03-09 15:42,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944548,各位 领导 你们好 ， 本人 021 年 5 月 27 号 在 成都 新津 区恒 大林 溪 郡 楼盘 买 了 一套 房子 ， 6 月 就 停工 了 ， 停工 一直 到 现在 还 没 复工 ， 我们 一家 三辈 人 凑够 积蓄 来 买 这套 房子 。 看到 房子 还烂 在 那里 ， 感觉 都 没法 活 了 ， 请求 各位 领导 处理 新津 住 建局 不 作为 ， 看不到 保交楼 ， 希望 更 高 的 领导 处理 新津 区 ， 住 建局 和 相关 部门 的 不 作为 导致 导致 楼盘 停工 ，,,"['新津', '停工', '建局']",
109,C6660始发改为名山后不经停蒲江出行不便,交通,建言,省级政府部门,省政府组成部门,尊敬的领导：之前一直坐动车组上下班（蒲江-崇州），但是最近C6660次调整从名山始发，不再经停蒲江站，现下班后（18：00）没有一趟能经停蒲江和崇州的列车，咨询是否近期会有调整。,89,2022-03-09 15:43,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944550,尊敬 的 领导 ： 之前 一直 坐 动车组 上下班 （ 蒲江 - 崇州 ） ， 但是 最近 C6660 次 调整 从 名山 始发 ， 不再 经停 蒲江 站 ， 现 下班 后 （ 18 ： 00 ） 没有 一趟 能经 停 蒲江 和 崇州 的 列车 ， 咨询 是否 近期 会 有 调整 。,,"['蒲江', '崇州', 'C6660']",
110,天呐！买的商品房竟然拿不到产权证,城建,投诉,成都,市委书记施小琳,作为一个外地人来到成都发展，2017年3月购房了成都鼎帝汽车贸易公司开发的龙泉驿区棕榈印象住宅小区，当时不懂，只知道有商品房预售许可证的小区可以放心买。哪知道交房3年多拿不到房产证，这也太黑暗了吧！,99,2022-03-09 15:43,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944551,作为 一个 外地人 来到 成都 发展 ， 2017 年 3 月 购房 了 成都 鼎帝 汽车贸易 公司 开发 的 龙泉驿区 棕榈 印象 住宅小区 ， 当时 不 懂 ， 只 知道 有 商品房 预售 许可证 的 小区 可以 放心 买 。 哪 知道 交房 3 年 多 拿 不到 房产证 ， 这 也 太 黑暗 了 吧 ！,,"['成都', '龙泉驿区', '2017']",
111,拆迁补偿款迟迟不到账是为何,拆迁,投诉,成都,东部新区,我是石盘镇大石包村2组的村民属于有户无房选的货币补偿19年签了一次拆迁协议21年又补充了两次资料说是年底到账结果年底又说资金紧张，现在又是22年了，到底何时到账,80,2022-03-09 15:44,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944552,我 是 石盘 镇 大石 包村 2 组 的 村民 属于 有户 无房 选 的 货币 补偿 19 年 签 了 一次 拆迁 协议 21 年 又 补充 了 两次 资料 说 是 年底 到 账 结果 年底 又 说 资金紧张 ， 现在 又 是 22 年 了 ， 到底 何时 到 账,,"['包村', '有户', '无房']",
112,彭镇柳湖锦苑,拆迁,咨询,成都,双流区,四川省成都市双流区彭镇柳湖锦苑(香榭林居三期)何时能够修建完成并且交付,35,2022-03-09 15:49,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944555,四川省 成都市 双流 区 彭镇 柳 湖锦苑 ( 香榭 林居 三期 ) 何时 能够 修建 完成 并且 交付,,"['彭镇', '湖锦苑', '林居']",
113,公积金贷款进度停滞,其他,求助,成都,市委书记施小琳,领导您好。本人于12月初在公积金城南中心办理了纯公积金贷款，12月8日公积金APP上进度显示独立审批通过，至今3个月了一直没有新的进展。眼看着身边跟我差不多时间甚至更晚申请的人贷款都已经发放，我这边还一直没动静，很着急，不知道是什么原因呢？,120,2022-03-09 15:52,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944556,领导 您好 。 本人 于 12 月初 在 公积金 城南 中心 办理 了 纯 公积金 贷款 ， 12 月 8 日 公积金 APP 上 进度 显示 独立 审批 通过 ， 至今 3 个 月 了 一直 没有 新 的 进展 。 眼看 着 身边 跟 我 差不多 时间 甚至 更 晚 申请 的 人 贷款 都 已经 发放 ， 我 这边 还 一直 没动静 ， 很着急 ， 不 知道 是 什么 原因 呢 ？,,"['公积金', '12', 'APP']",
114,咨询生育津贴问题，高新区医保报销电话打不通,医疗,求助,成都,高新区,您好，我这边是高新区的单位，由于有产假员工产假结束需要报销生育金，但是网上一直显示未查询到计划生育服务证号，想知道应该怎么操作，谢谢！,67,2022-03-09 15:56,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944557,您好 ， 我 这边 是 高新区 的 单位 ， 由于 有 产假 员工 产假 结束 需要 报销 生育 金 ， 但是 网上 一直 显示 未 查询 到 计划生育 服务 证号 ， 想 知道 应该 怎么 操作 ， 谢谢 ！,,"['产假', '证号', '高新区']",
115,鉴湖栖郡正大门修好了吗,城建,咨询,成都,温江区,温江区鉴湖栖郡正大门修好了吗？2022年计划时间节点是什么，具体工作有哪些，可以市民监督的。谢谢！,49,2022-03-09 15:59,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944559,温江区 鉴湖 栖郡 正 大门 修 好了吗 ？ 2022 年 计划 时间 节点 是 什么 ， 具体 工作 有 哪些 ， 可以 市民 监督 的 。 谢谢 ！,,"['温江区', '栖郡', '2022']",
116,关于百伦广场室外露天停车场私自定价问题,交通,投诉,成都,都江堰市,,0,2022-03-09 16:01,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944560,,,,
117,关于城市建设,城建,咨询,成都,郫都区,领导你好，我是新郫都区人。对郫都区提的”科创新城”很关心。因为这将对我的工作生活息息相关。问一下释家桥片区平安路一代属于科创新城板块吗？谢谢！,71,2022-03-09 16:03,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944561,领导 你好 ， 我 是 新 郫 都 区 人 。 对 郫 都 区 提 的 ” 科 创新 城 ” 很 关心 。 因为 这 将 对 我 的 工作 生活 息息相关 。 问 一下 释家 桥 片区 平安 路 一代 属于 科 创新 城 板块 吗 ？ 谢谢 ！,,"['释家', '创新', '片区']",
118,驾考档案注销,交通,咨询,成都,金堂县,你好，我以前是在金堂读的大学，以前（17或者18年）报名了驾校，但没有考过试，现在在异地想要重新报名，说需要在金堂注销学员档案，请问注销学员档案需要本人去吗？需要带哪些资料呢？而且我现在联系不上以前的驾校了可以注销得掉吗。求助。三星镇现在并为栖贤街道，盼复。,129,2022-03-09 16:08,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944565,你好 ， 我 以前 是 在 金堂 读 的 大学 ， 以前 （ 17 或者 18 年 ） 报名 了 驾校 ， 但 没有 考过 试 ， 现在 在 异地 想要 重新 报名 ， 说 需要 在 金堂 注销 学员 档案 ， 请问 注销 学员 档案 需要 本人 去 吗 ？ 需要 带 哪些 资料 呢 ？ 而且 我 现在 联系 不上 以前 的 驾校 了 可以 注销 得 掉 吗 。 求助 。 三星 镇 现在 并 为 栖贤 街道 ， 盼复 。,,"['注销', '驾校', '金堂']",
119,查询九价,医疗,咨询,成都,龙泉驿区,想要查询一下自己的九价排名多少一直打不上订阅了也一直没有通知心里没底,34,2022-03-09 16:09,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944566,想要 查询 一下 自己 的 九价 排名 多少 一直 打不上 订阅 了 也 一直 没有 通知 心里 没底,,"['九价', '打不上', '没底']",
120,九价咨询,其他,咨询,成都,郫都区,领导您好，我咨询下郫都区犀浦第二社区医院的九价疫苗，现在打到哪里了，我是2021年3月17好9点49分24秒订阅了，因为马上到年龄了，比较着急，请回复谢谢！,78,2022-03-09 16:10,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944567,领导 您好 ， 我 咨询 下 郫 都 区 犀浦 第二 社区 医院 的 九价 疫苗 ， 现在 打 到 哪里 了 ， 我 是 2021 年 3 月 17 好 9 点 49 分 24 秒 订阅 了 ， 因为 马上 到 年龄 了 ， 比较 着急 ， 请 回复 谢谢 ！,,"['犀浦', '九价', '2021']",
121,成投锦澜悦山不给备案,城建,投诉,成都,龙泉驿区,我们在2021年10月13买了成投锦澜悦山臻园的房子，开发商以种种借口至今仍未让我们网签备案，还让他们的销售欺骗我们，以住建局网络系统出问题为理由推迟网签。我们因为这个房子跑了很多地方打了很多电话，我们因为相信成投是国企才购买房子，但是这样的欺骗行为让我们愤怒失望！,133,2022-03-09 16:15,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944569,我们 在 2021 年 10 月 13 买 了 成 投锦澜悦 山臻园 的 房子 ， 开发商 以 种种 借口 至今 仍 未 让 我们 网签 备案 ， 还 让 他们 的 销售 欺骗 我们 ， 以住 建局 网络系统 出 问题 为 理由 推迟 网签 。 我们 因为 这个 房子 跑 了 很多 地方 打 了 很多 电话 ， 我们 因为 相信 成 投是 国企 才 购买 房子 ， 但是 这样 的 欺骗 行为 让 我们 愤怒 失望 ！,,"['网签', '我们', '房子']",
122,建议开通到大丰的公交线路,交通,建言,成都,彭州市,彭州公交公司你好，彭州公交现在已实现国有化，市内线路做的很好，希望在跨县接驳地铁的公交线路上能早日开通，也方便进出彭州的人员来往，成彭沿线至今没有实现彭州与新繁大丰的公交线路，百姓出行很不方便，建议开通彭州牡丹新城公交站沿着牡丹大道，成彭路新繁至大丰地铁5号线的公交，一来解决了彭州与新繁大丰不通公交的历史，二来也解决了彭州接驳地铁的公交问题。可以参照郫巴的715A路模式，大站设置站点，小站不设置站点，希望能早日开通接驳地铁的公交线路。,219,2022-03-09 16:16,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944570,彭州 公交公司 你好 ， 彭州 公交 现在 已 实现 国有化 ， 市内 线路 做 的 很 好 ， 希望 在 跨县 接驳 地铁 的 公交线路 上能 早日 开通 ， 也 方便 进出 彭州 的 人员 来往 ， 成 彭 沿线 至今 没有 实现 彭州 与 新繁 大丰 的 公交线路 ， 百姓 出行 很 不 方便 ， 建议 开通 彭州 牡丹 新城 公交站 沿着 牡丹 大道 ， 成 彭路 新 繁至 大丰 地铁 5 号线 的 公交 ， 一来 解决 了 彭州 与 新繁 大丰 不通 公交 的 历史 ， 二来 也 解决 了 彭州 接驳 地铁 的 公交 问题 。 可以 参照 郫巴 的 715A 路 模式 ， 大 站 设置 站点 ， 小站 不 设置 站点 ， 希望 能 早日 开通 接驳 地铁 的 公交线路 。,,"['彭州', '接驳', '大丰']",
123,交通安全,交通,建言,成都,新都区,领导您好！我是新都区斑竹园镇一居民，由于斑竹园街道鸿翔路修了一所小学（已经开学）对面还有一所幼儿园！鸿翔路与新丰路之间没有设置红绿灯，而我亲眼所见有机动车相撞的事情发生！对学生和家长可能会存在安全隐患，望政府给予安装红绿灯，旁边也在建大江中学，以后学子肯定也会很多！请政府机关部门能够引起重视！,147,2022-03-09 16:29,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944575,领导 您好 ！ 我 是 新都区 斑 竹园镇 一 居民 ， 由于 斑竹 园 街道 鸿翔路 修 了 一所 小学 （ 已经 开学 ） 对面 还有 一所 幼儿园 ！ 鸿翔路 与 新丰 路 之间 没有 设置 红绿灯 ， 而 我 亲眼所见 有 机动车 相撞 的 事情 发生 ！ 对 学生 和 家长 可能 会 存在 安全隐患 ， 望 政府 给予 安装 红绿灯 ， 旁边 也 在建 大江 中学 ， 以后 学子 肯定 也 会 很多 ！ 请 政府 机关 部门 能够 引起 重视 ！,,"['鸿翔路', '红绿灯', '一所']",
124,佳兆业小朋友入学安全,教育,投诉,成都,青羊区,青羊区马厂坝附近工地多，大车多，目前很多地块都在开发中，康河小学距离远，大车多，家长接送交通很不方便、安全隐患多。新建泡桐树小学距离近，来往大车较少，附近已建好小区较少。且目前就读实验小学附属幼儿园小朋友都是附近住户，我们强烈要求可入读泡桐树小学，不管是安全还是距离，都是最优选择,140,2022-03-09 16:29,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944574,青羊区 马厂 坝 附近 工地 多 ， 大车 多 ， 目前 很多 地块 都 在 开发 中 ， 康河 小学 距离远 ， 大车 多 ， 家长 接送 交通 很 不 方便 、 安全隐患 多 。 新建 泡桐树 小学 距离 近 ， 来往 大车 较 少 ， 附近 已建好 小区 较 少 。 且 目前 就读 实验 小学 附属 幼儿园 小朋友 都 是 附近 住户 ， 我们 强烈要求 可入 读 泡桐树 小学 ， 不管 是 安全 还是 距离 ， 都 是 最优 选择,,"['小学', '大车', '泡桐树']",
125,离职后如何转接党组织关系,其他,咨询,成都,高新区,户口与档案都在高新人才交流中心，原党组织关系挂靠在公司所在的桂溪党工委，现在离职了，需要把党组织关系转入高新人才党委，请问转接流程是什么，以及需要提供哪些材料？,80,2022-03-09 16:36,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944578,户口 与 档案 都 在 高新 人才交流 中心 ， 原 党组织 关系 挂靠 在 公司 所在 的 桂溪 党工委 ， 现在 离职 了 ， 需要 把 党组织 关系 转入 高新 人才 党委 ， 请问 转接 流程 是 什么 ， 以及 需要 提供 哪些 材料 ？,,"['高新', '党组织', '党工委']",
126,小学生转学,教育,咨询,成都,双流区,尊敬的领导：现我家小孩在天府新区永兴小学读二年级（小孩户籍地永兴），目前我转业军人安置单位在高新区，我的户口是集体户在华阳街道，老婆名下房产在保利天空之城（她户籍地是永兴，已下产权证及入住），请问我们家小孩可以转学到老婆房产，或者是我的集体户所在学区的小学吗？,130,2022-03-09 16:46,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944584,尊敬 的 领导 ： 现 我家 小孩 在 天府 新区 永兴 小学 读 二年级 （ 小孩 户籍地 永兴 ） ， 目前 我 转业军人 安置 单位 在 高新区 ， 我 的 户口 是 集体户 在 华阳 街道 ， 老婆 名下 房产 在 保利 天空 之 城 （ 她 户籍地 是 永兴 ， 已下 产权证 及 入住 ） ， 请问 我们 家 小孩 可以 转学 到 老婆 房产 ， 或者 是 我 的 集体户 所在 学区 的 小学 吗 ？,,"['永兴', '集体户', '户籍地']",
127,少城小学2022级新生还会借读到树德中学吗？,教育,咨询,成都,青羊区,少城小学2022级新生还会借读到树德中学吗？,22,2022-03-09 16:46,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944583,少城 小学 2022 级新生 还会 借读 到 树德 中学 吗 ？,,"['级新生', '少城', '借读']",
128,成洛大道交通太堵了,交通,投诉,成都,龙泉驿区,领导你好成洛大道通车到现在也就小半年时间，你现在可以去看看每天堵成什么样。主道2条直行车道无法满足正常出入城的车流掉头车道基本上都没车结果单独一条道路。辅路左转车一掉头直接堵死其他车道车辆非机动车火三轮随意逆行占道揽客地铁口一条路随意上下客投诉一下好一点三天打回原形之前投诉说以后主道左转车道高峰期变左转平时为直行我当时都理解反了觉得合理后来仔细一下怎么可能这么设计呢？高峰进出车多还是转弯多嘛直行、左转代行区也没有还有随意穿马路的怎么看这路都有问题,225,2022-03-09 16:49,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944585,领导 你好 成洛 大道 通车 到 现在 也 就 小 半年 时间 ， 你 现在 可以 去 看看 每天 堵成 什么样 。 主道 2 条直 行车道 无法 满足 正常 出入 城 的 车流 掉头 车道 基本上 都 没车 结果 单独 一条 道路 。 辅路 左 转车 一掉头 直接 堵死 其他 车道 车辆 非机动车 火 三轮 随意 逆行 占 道 揽客 地铁口 一条 路 随意 上下 客 投诉 一下 好 一点 三天 打 回 原形 之前 投诉 说 以后 主道 左转 车道 高峰期 变 左转 平时 为 直行 我 当时 都 理解 反 了 觉得 合理 后来 仔细 一下 怎么 可能 这么 设计 呢 ？ 高峰 进出 车多 还是 转弯 多 嘛 直行 、 左转 代行 区 也 没有 还有 随意 穿 马路 的 怎么 看 这路 都 有 问题,,"['左转', '车道', '主道']",
129,九价咨询,医疗,咨询,成都,锦江区,请问锦江区锦城远景社区卫生服务订阅的九价排到多少位，订阅时间是2021-8-2016:12:33,48,2022-03-09 16:50,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944586,请问 锦江区 锦城 远景 社区卫生 服务 订阅 的 九价 排到 多少 位 ， 订阅 时间 是 2021 - 8 - 2016 : 12 : 33,,"['订阅', '锦江区', '锦城']",
130,梓州大道出入口设置不合（吉龙一街与吉龙二街）,交通,建言,成都,高新区,梓州大道进城方向（由南向北），在吉龙一街与吉龙二街交汇处；设置的出口与入口不合理；导致交通拥堵；高峰期时，从出口出去的车被从入口进入主道的车给堵住；出不去；导致排长队；严重影响后方主道车通行建议调整入口位置；,104,2022-03-09 17:03,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944587,梓州 大道 进城 方向 （ 由南向北 ） ， 在 吉龙 一街 与 吉龙二街 交汇处 ； 设置 的 出口 与 入口 不合理 ； 导致 交通拥堵 ； 高峰期 时 ， 从 出口 出去 的 车 被 从 入口 进入 主道 的 车 给 堵住 ； 出不去 ； 导致 排长队 ； 严重 影响 后方 主道 车 通行 建议 调整 入口 位置 ；,,"['入口', '主道', '排长队']",
131,【医疗 求助】[医疗求助]如何更改医保电子凭,3.15,求助,成都,高新区,我从工作开始就在成都交医保，现在医保是在高新区缴纳，但是自从医保社保分离后，我成都的电子医保就使用不了了，上面显示我医保参保地在陕西宝鸡，我从来都没有在宝鸡缴纳过医保，并且无法切换到成都来，这个要怎么更改阿？,104,2022-03-09 17:07,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944589,我 从 工作 开始 就 在 成都 交 医保 ， 现在 医保 是 在 高新区 缴纳 ， 但是 自从 医保 社保 分离 后 ， 我 成都 的 电子 医保 就 使用 不了 了 ， 上面 显示 我 医保 参保 地 在 陕西 宝鸡 ， 我 从来 都 没有 在 宝鸡 缴纳 过 医保 ， 并且 无法 切换 到 成都 来 ， 这个 要 怎么 更改 阿 ？,,"['医保', '成都', '宝鸡']",
132,医保问题,医疗,求助,成都,高新区,医保卡参保地和社保卡不一致想要修改成一样谢谢,22,2022-03-09 17:12,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944590,医保卡 参保 地 和 社保卡 不 一致 想要 修改 成 一样 谢谢,,"['社保卡', '医保卡', '参保']",
